State,County,Year,Observed
Indiana,Ripley County,2002,51.6
Indiana,Rush County,2002,45.2
Indiana,Scott County,2002,41.2
Indiana,Shelby County,2002,47.1
Indiana,Spencer County,2002,49.9
Indiana,St. Joseph County,2002,59.5
Indiana,Starke County,2002,46.5
Indiana,Steuben County,2002,52.4
Indiana,Sullivan County,2002,41.8
Indiana,Switzerland County,2002,43.6
Indiana,Tippecanoe County,2002,55.5
Indiana,Tipton County,2002,47.3
Indiana,Union County,2002,45.3
Indiana,Vanderburgh County,2002,54.2
Indiana,Vermillion County,2002,45.9
Indiana,Vigo County,2002,50.0
Indiana,Wabash County,2002,44.6
Indiana,Warren County,2002,41.9
Indiana,Warrick County,2002,53.9
Indiana,Washington County,2002,40.8
Indiana,Wayne County,2002,45.6
Indiana,Wells County,2002,50.0
Indiana,White County,2002,46.5
Indiana,Whitley County,2002,50.5
Iowa,Adair County,2002,57.4
Iowa,Adams County,2002,53.2
Iowa,Allamakee County,2002,67.3
Iowa,Appanoose County,2002,47.5
Iowa,Audubon County,2002,58.8
Iowa,Benton County,2002,59.3
Iowa,Black Hawk County,2002,62.2
Iowa,Boone County,2002,57.1
Iowa,Bremer County,2002,63.6
Iowa,Buchanan County,2002,61.0
Iowa,Buena Vista County,2002,57.9
Iowa,Butler County,2002,58.1
Iowa,Calhoun County,2002,59.0
Iowa,Carroll County,2002,66.3
Iowa,Cass County,2002,57.4
Iowa,Cedar County,2002,60.0
Iowa,Cerro Gordo County,2002,63.2
Iowa,Cherokee County,2002,60.4
Iowa,Chickasaw County,2002,64.8
Iowa,Clarke County,2002,49.3
Iowa,Clay County,2002,62.6
Iowa,Clayton County,2002,62.0
Iowa,Clinton County,2002,60.9
Iowa,Crawford County,2002,56.1
Iowa,Dallas County,2002,62.1
Iowa,Davis County,2002,44.0
Iowa,Decatur County,2002,43.5
Iowa,Delaware County,2002,65.1
Iowa,Des Moines County,2002,53.5
Iowa,Dickinson County,2002,68.6
Iowa,Dubuque County,2002,69.1
Iowa,Emmet County,2002,61.1
Iowa,Fayette County,2002,60.2
Iowa,Floyd County,2002,60.3
Iowa,Franklin County,2002,56.9
Iowa,Fremont County,2002,53.5
Iowa,Greene County,2002,57.9
Iowa,Grundy County,2002,58.2
Iowa,Guthrie County,2002,57.2
Iowa,Hamilton County,2002,58.6
Iowa,Hancock County,2002,60.4
Iowa,Hardin County,2002,58.1
Iowa,Harrison County,2002,56.3
Iowa,Henry County,2002,50.4
Iowa,Howard County,2002,66.2
Iowa,Humboldt County,2002,62.3
Iowa,Ida County,2002,59.0
Iowa,Iowa,2002,60.2
Iowa,Iowa County,2002,58.2
Iowa,Jackson County,2002,62.8
Iowa,Jasper County,2002,55.1
Iowa,Jefferson County,2002,48.9
Iowa,Johnson County,2002,67.0
Iowa,Jones County,2002,62.0
Iowa,Keokuk County,2002,53.2
Iowa,Kossuth County,2002,62.0
Iowa,Lee County,2002,53.7
Iowa,Linn County,2002,62.8
Iowa,Louisa County,2002,51.5
Iowa,Lucas County,2002,49.8
Iowa,Lyon County,2002,59.1
Iowa,Madison County,2002,56.3
Iowa,Mahaska County,2002,51.4
Iowa,Marion County,2002,53.6
Iowa,Marshall County,2002,55.5
Iowa,Mills County,2002,54.4
Iowa,Mitchell County,2002,64.1
Iowa,Monona County,2002,57.8
Iowa,Monroe County,2002,53.4
Iowa,Montgomery County,2002,54.4
Iowa,Muscatine County,2002,56.5
Iowa,O'Brien County,2002,59.4
Iowa,Osceola County,2002,60.7
Iowa,Page County,2002,52.1
Iowa,Palo Alto County,2002,63.0
Iowa,Plymouth County,2002,63.5
Iowa,Pocahontas County,2002,61.6
Iowa,Polk County,2002,61.9
Iowa,Pottawattamie County,2002,56.7
Iowa,Poweshiek County,2002,58.3
Iowa,Ringgold County,2002,50.1
Iowa,Sac County,2002,60.7
Iowa,Scott County,2002,64.0
Iowa,Shelby County,2002,63.2
Iowa,Sioux County,2002,58.1
Iowa,Story County,2002,63.3
Iowa,Tama County,2002,58.2
Iowa,Taylor County,2002,48.3
Iowa,Union County,2002,55.0
Iowa,Van Buren County,2002,47.0
Iowa,Wapello County,2002,47.1
Iowa,Warren County,2002,59.7
Iowa,Washington County,2002,55.4
Iowa,Wayne County,2002,46.9
Iowa,Webster County,2002,58.7
Iowa,Winnebago County,2002,61.8
Iowa,Winneshiek County,2002,69.7
Iowa,Woodbury County,2002,58.7
Iowa,Worth County,2002,59.5
Iowa,Wright County,2002,59.3
Kansas,Allen County,2002,44.4
Kansas,Anderson County,2002,47.8
Kansas,Atchison County,2002,50.9
Kansas,Barber County,2002,47.0
Kansas,Barton County,2002,48.7
Kansas,Bourbon County,2002,45.4
Kansas,Brown County,2002,46.6
Kansas,Butler County,2002,47.7
Kansas,Chase County,2002,46.7
Kansas,Chautauqua County,2002,39.5
Kansas,Cherokee County,2002,40.1
Kansas,Cheyenne County,2002,48.3
Kansas,Clark County,2002,45.1
Kansas,Clay County,2002,51.7
Kansas,Cloud County,2002,53.2
Kansas,Coffey County,2002,47.3
Kansas,Comanche County,2002,42.7
Kansas,Cowley County,2002,44.3
Kansas,Crawford County,2002,50.5
Kansas,Decatur County,2002,49.0
Kansas,Dickinson County,2002,50.0
Kansas,Doniphan County,2002,44.1
Kansas,Douglas County,2002,59.4
Kansas,Edwards County,2002,48.2
Kansas,Elk County,2002,40.0
Kansas,Ellis County,2002,57.1
Kansas,Ellsworth County,2002,48.9
Kansas,Finney County,2002,43.8
Kansas,Ford County,2002,42.7
Kansas,Franklin County,2002,48.8
Kansas,Geary County,2002,47.3
Kansas,Gove County,2002,50.4
Kansas,Graham County,2002,49.9
Kansas,Grant County,2002,43.6
Kansas,Gray County,2002,43.0
Kansas,Greeley County,2002,46.8
Kansas,Greenwood County,2002,45.4
Kansas,Hamilton County,2002,40.0
Kansas,Harper County,2002,42.5
Kansas,Harvey County,2002,44.6
Kansas,Haskell County,2002,38.3
Kansas,Hodgeman County,2002,46.3
Kansas,Jackson County,2002,48.2
Kansas,Jefferson County,2002,52.9
Kansas,Jewell County,2002,48.6
Kansas,Johnson County,2002,63.4
Kansas,Kansas,2002,51.2
Kansas,Kearny County,2002,41.9
Kansas,Kingman County,2002,48.1
Kansas,Kiowa County,2002,43.9
Kansas,Labette County,2002,41.1
Kansas,Lane County,2002,50.7
Kansas,Leavenworth County,2002,51.9
Kansas,Lincoln County,2002,46.4
Kansas,Linn County,2002,42.0
Kansas,Logan County,2002,45.6
Kansas,Lyon County,2002,47.6
Kansas,Marion County,2002,43.8
Kansas,Marshall County,2002,53.9
Kansas,McPherson County,2002,46.8
Kansas,Meade County,2002,43.1
Kansas,Miami County,2002,51.6
Kansas,Mitchell County,2002,54.0
Kansas,Montgomery County,2002,40.9
Kansas,Morris County,2002,49.7
Kansas,Morton County,2002,42.0
Kansas,Nemaha County,2002,54.9
Kansas,Neosho County,2002,44.7
Kansas,Ness County,2002,54.1
Kansas,Norton County,2002,49.3
Kansas,Osage County,2002,47.8
Kansas,Osborne County,2002,47.9
Kansas,Ottawa County,2002,48.5
Kansas,Pawnee County,2002,47.9
Kansas,Phillips County,2002,50.1
Kansas,Pottawatomie County,2002,52.0
Kansas,Pratt County,2002,50.2
Kansas,Rawlins County,2002,49.4
Kansas,Reno County,2002,46.0
Kansas,Republic County,2002,53.3
Kansas,Rice County,2002,48.7
Kansas,Riley County,2002,56.1
Kansas,Rooks County,2002,49.9
Kansas,Rush County,2002,51.5
Kansas,Russell County,2002,50.2
Kansas,Saline County,2002,50.1
Kansas,Scott County,2002,50.8
Kansas,Sedgwick County,2002,50.0
Kansas,Seward County,2002,36.4
Kansas,Shawnee County,2002,49.0
Kansas,Sheridan County,2002,53.1
Kansas,Sherman County,2002,50.0
Kansas,Smith County,2002,49.2
Kansas,Stafford County,2002,43.6
Kansas,Stanton County,2002,40.8
Kansas,Stevens County,2002,42.8
Kansas,Sumner County,2002,45.8
Kansas,Thomas County,2002,52.3
Kansas,Trego County,2002,51.1
Kansas,Wabaunsee County,2002,49.6
Kansas,Wallace County,2002,45.8
Kansas,Washington County,2002,52.6
Kansas,Wichita County,2002,43.6
Kansas,Wilson County,2002,41.9
Kansas,Woodson County,2002,44.5
Kansas,Wyandotte County,2002,44.2
Kentucky,Adair County,2002,20.4
Kentucky,Allen County,2002,22.8
Kentucky,Anderson County,2002,29.5
Kentucky,Ballard County,2002,24.4
Kentucky,Barren County,2002,23.4
Kentucky,Bath County,2002,19.9
Kentucky,Bell County,2002,14.8
Kentucky,Boone County,2002,43.7
Kentucky,Bourbon County,2002,29.7
Kentucky,Boyd County,2002,24.7
Kentucky,Boyle County,2002,27.7
Kentucky,Bracken County,2002,27.2
Kentucky,Breathitt County,2002,15.1
Kentucky,Breckinridge County,2002,22.6
Kentucky,Bullitt County,2002,29.7
Kentucky,Butler County,2002,16.9
Kentucky,Caldwell County,2002,21.6
Kentucky,Calloway County,2002,30.2
Kentucky,Campbell County,2002,47.6
Kentucky,Carlisle County,2002,23.6
Kentucky,Carroll County,2002,29.0
Kentucky,Carter County,2002,16.8
Kentucky,Casey County,2002,17.7
Kentucky,Christian County,2002,29.9
Kentucky,Clark County,2002,26.8
Kentucky,Clay County,2002,13.0
Kentucky,Clinton County,2002,19.8
Kentucky,Crittenden County,2002,22.5
Kentucky,Cumberland County,2002,21.7
Kentucky,Daviess County,2002,32.6
Kentucky,Edmonson County,2002,19.1
Kentucky,Elliott County,2002,15.8
Kentucky,Estill County,2002,17.7
Kentucky,Fayette County,2002,41.3
Kentucky,Fleming County,2002,21.4
Kentucky,Floyd County,2002,15.9
Kentucky,Franklin County,2002,36.5
Kentucky,Fulton County,2002,29.8
Kentucky,Gallatin County,2002,23.3
Kentucky,Garrard County,2002,23.2
Kentucky,Grant County,2002,24.6
Kentucky,Graves County,2002,24.7
Kentucky,Grayson County,2002,21.0
Kentucky,Green County,2002,17.3
Kentucky,Greenup County,2002,22.0
Kentucky,Hancock County,2002,22.9
Kentucky,Hardin County,2002,29.1
Kentucky,Harlan County,2002,14.2
Kentucky,Harrison County,2002,29.0
Kentucky,Hart County,2002,19.2
Kentucky,Henderson County,2002,29.4
Kentucky,Henry County,2002,27.7
Kentucky,Hickman County,2002,22.8
Kentucky,Hopkins County,2002,25.8
Kentucky,Jackson County,2002,15.7
Kentucky,Jefferson County,2002,42.7
Kentucky,Jessamine County,2002,28.1
Kentucky,Johnson County,2002,15.6
Kentucky,Kenton County,2002,48.0
Kentucky,Kentucky,2002,30.6
Kentucky,Knott County,2002,15.6
Kentucky,Knox County,2002,13.9
Kentucky,Larue County,2002,20.7
Kentucky,Laurel County,2002,18.1
Kentucky,Lawrence County,2002,15.5
Kentucky,Lee County,2002,14.1
Kentucky,Leslie County,2002,15.4
Kentucky,Letcher County,2002,14.7
Kentucky,Lewis County,2002,17.4
Kentucky,Lincoln County,2002,17.5
Kentucky,Livingston County,2002,22.2
Kentucky,Logan County,2002,23.9
Kentucky,Lyon County,2002,24.5
Kentucky,Madison County,2002,29.9
Kentucky,Magoffin County,2002,14.2
Kentucky,Marion County,2002,34.4
Kentucky,Marshall County,2002,27.5
Kentucky,Martin County,2002,13.2
Kentucky,Mason County,2002,31.0
Kentucky,McCracken County,2002,34.3
Kentucky,McCreary County,2002,16.8
Kentucky,McLean County,2002,21.2
Kentucky,Meade County,2002,29.5
Kentucky,Menifee County,2002,17.2
Kentucky,Mercer County,2002,24.1
Kentucky,Metcalfe County,2002,17.1
Kentucky,Monroe County,2002,17.0
Kentucky,Montgomery County,2002,24.9
Kentucky,Morgan County,2002,15.5
Kentucky,Muhlenberg County,2002,17.8
Kentucky,Nelson County,2002,37.6
Kentucky,Nicholas County,2002,24.9
Kentucky,Ohio County,2002,18.5
Kentucky,Oldham County,2002,42.6
Kentucky,Owen County,2002,20.0
Kentucky,Owsley County,2002,15.3
Kentucky,Pendleton County,2002,24.2
Kentucky,Perry County,2002,17.1
Kentucky,Pike County,2002,14.4
Kentucky,Powell County,2002,17.7
Kentucky,Pulaski County,2002,19.5
Kentucky,Robertson County,2002,21.3
Kentucky,Rockcastle County,2002,15.7
Kentucky,Rowan County,2002,24.2
Kentucky,Russell County,2002,18.3
Kentucky,Scott County,2002,32.0
Kentucky,Shelby County,2002,31.0
Kentucky,Simpson County,2002,26.8
Kentucky,Spencer County,2002,25.0
Kentucky,Taylor County,2002,22.5
Kentucky,Todd County,2002,19.8
Kentucky,Trigg County,2002,27.4
Kentucky,Trimble County,2002,24.8
Kentucky,Union County,2002,31.1
Kentucky,Warren County,2002,31.6
Kentucky,Washington County,2002,30.6
Kentucky,Wayne County,2002,18.1
Kentucky,Webster County,2002,22.0
Kentucky,Whitley County,2002,16.6
Kentucky,Wolfe County,2002,17.4
Kentucky,Woodford County,2002,36.1
Louisiana,Acadia Parish,2002,43.7
Louisiana,Allen Parish,2002,34.8
Louisiana,Ascension Parish,2002,48.3
Louisiana,Assumption Parish,2002,44.4
Louisiana,Avoyelles Parish,2002,40.9
Louisiana,Beauregard Parish,2002,36.1
Louisiana,Bienville Parish,2002,32.5
Louisiana,Bossier Parish,2002,42.8
Louisiana,Caddo Parish,2002,41.4
Louisiana,Calcasieu Parish,2002,43.7
Louisiana,Caldwell Parish,2002,31.0
Louisiana,Cameron Parish,2002,43.6
Louisiana,Catahoula Parish,2002,29.6
Louisiana,Claiborne Parish,2002,35.8
Louisiana,Concordia Parish,2002,35.2
Louisiana,De Soto Parish,2002,36.0
Louisiana,East Baton Rouge Parish,2002,51.1
Louisiana,East Carroll Parish,2002,29.2
Louisiana,East Feliciana Parish,2002,36.9
Louisiana,Evangeline Parish,2002,40.6
Louisiana,Franklin Parish,2002,26.9
Louisiana,Grant Parish,2002,31.6
Louisiana,Iberia Parish,2002,45.4
Louisiana,Iberville Parish,2002,42.3
Louisiana,Jackson Parish,2002,32.0
Louisiana,Jefferson Davis Parish,2002,44.8
Louisiana,Jefferson Parish,2002,51.8
Louisiana,La Salle Parish,2002,26.8
Louisiana,Lafayette Parish,2002,54.3
Louisiana,Lafourche Parish,2002,47.3
Louisiana,Lincoln Parish,2002,40.4
Louisiana,Livingston Parish,2002,39.3
Louisiana,Louisiana,2002,45.6
Louisiana,Madison Parish,2002,36.2
Louisiana,Morehouse Parish,2002,33.4
Louisiana,Natchitoches Parish,2002,37.5
Louisiana,Orleans Parish,2002,51.8
Louisiana,Ouachita Parish,2002,40.0
Louisiana,Plaquemines Parish,2002,49.0
Louisiana,Pointe Coupee Parish,2002,45.0
Louisiana,Rapides Parish,2002,38.7
Louisiana,Red River Parish,2002,33.2
Louisiana,Richland Parish,2002,29.7
Louisiana,Sabine Parish,2002,31.9
Louisiana,St. Bernard Parish,2002,51.7
Louisiana,St. Charles Parish,2002,50.6
Louisiana,St. Helena Parish,2002,34.2
Louisiana,St. James Parish,2002,46.9
Louisiana,St. John the Baptist Parish,2002,46.9
Louisiana,St. Landry Parish,2002,44.7
Louisiana,St. Martin Parish,2002,44.4
Louisiana,St. Mary Parish,2002,42.7
Louisiana,St. Tammany Parish,2002,55.4
Louisiana,Tangipahoa Parish,2002,38.9
Louisiana,Tensas Parish,2002,30.0
Louisiana,Terrebonne Parish,2002,44.6
Louisiana,Union Parish,2002,30.1
Louisiana,Vermilion Parish,2002,49.6
Louisiana,Vernon Parish,2002,36.5
Louisiana,Washington Parish,2002,32.7
Louisiana,Webster Parish,2002,35.3
Louisiana,West Baton Rouge Parish,2002,45.1
Louisiana,West Carroll Parish,2002,27.5
Louisiana,West Feliciana Parish,2002,39.5
Louisiana,Winn Parish,2002,29.8
Maine,Androscoggin County,2002,57.1
Maine,Aroostook County,2002,50.7
Maine,Cumberland County,2002,67.0
Maine,Franklin County,2002,59.1
Maine,Hancock County,2002,61.6
Maine,Kennebec County,2002,59.0
Maine,Knox County,2002,62.6
Maine,Lincoln County,2002,63.9
Maine,Maine,2002,60.6
Maine,Oxford County,2002,58.8
Maine,Penobscot County,2002,55.9
Maine,Piscataquis County,2002,54.7
Maine,Sagadahoc County,2002,64.1
Maine,Somerset County,2002,53.5
Maine,Waldo County,2002,57.7
Maine,Washington County,2002,51.7
Maine,York County,2002,64.6
Maryland,Allegany County,2002,48.1
Maryland,Anne Arundel County,2002,63.6
Maryland,Baltimore City,2002,52.7
Maryland,Baltimore County,2002,60.4
Maryland,Calvert County,2002,60.8
Maryland,Caroline County,2002,49.6
Maryland,Carroll County,2002,59.2
Maryland,Cecil County,2002,53.1
Maryland,Charles County,2002,54.9
Maryland,Dorchester County,2002,50.0
Maryland,Frederick County,2002,59.9
Maryland,Garrett County,2002,44.8
Maryland,Harford County,2002,59.3
Maryland,Howard County,2002,66.9
Maryland,Kent County,2002,62.2
Maryland,Maryland,2002,58.4
Maryland,Montgomery County,2002,65.3
Maryland,Prince George's County,2002,51.0
Maryland,Queen Anne's County,2002,63.6
Maryland,Somerset County,2002,44.3
Maryland,St. Mary's County,2002,56.7
Maryland,Talbot County,2002,64.6
Maryland,Washington County,2002,51.5
Maryland,Wicomico County,2002,51.6
Maryland,Worcester County,2002,63.9
Massachusetts,Barnstable County,2002,73.6
Massachusetts,Berkshire County,2002,66.8
Massachusetts,Bristol County,2002,62.5
Massachusetts,Dukes County,2002,70.1
Massachusetts,Essex County,2002,66.7
Massachusetts,Franklin County,2002,65.6
Massachusetts,Hampden County,2002,60.2
Massachusetts,Hampshire County,2002,69.2
Massachusetts,Massachusetts,2002,66.5
Massachusetts,Middlesex County,2002,69.1
Massachusetts,Nantucket County,2002,73.8
Massachusetts,Norfolk County,2002,70.9
Massachusetts,Plymouth County,2002,67.0
Massachusetts,Suffolk County,2002,61.5
Massachusetts,Worcester County,2002,63.7
Michigan,Alcona County,2002,59.1
Michigan,Alger County,2002,59.5
Michigan,Allegan County,2002,57.0
Michigan,Alpena County,2002,63.9
Michigan,Antrim County,2002,61.0
Michigan,Arenac County,2002,58.1
Michigan,Baraga County,2002,52.8
Michigan,Barry County,2002,56.3
Michigan,Bay County,2002,64.1
Michigan,Benzie County,2002,59.0
Michigan,Berrien County,2002,55.0
Michigan,Branch County,2002,53.3
Michigan,Calhoun County,2002,55.1
Michigan,Cass County,2002,53.4
Michigan,Charlevoix County,2002,62.8
Michigan,Cheboygan County,2002,62.0
Michigan,Chippewa County,2002,61.2
Michigan,Clare County,2002,53.0
Michigan,Clinton County,2002,63.1
Michigan,Crawford County,2002,59.3
Michigan,Delta County,2002,67.7
Michigan,Dickinson County,2002,70.2
Michigan,Eaton County,2002,56.9
Michigan,Emmet County,2002,66.3
Michigan,Genesee County,2002,54.6
Michigan,Gladwin County,2002,54.6
Michigan,Gogebic County,2002,65.2
Michigan,Grand Traverse County,2002,67.6
Michigan,Gratiot County,2002,54.8
Michigan,Hillsdale County,2002,51.2
Michigan,Houghton County,2002,65.4
Michigan,Huron County,2002,59.1
Michigan,Ingham County,2002,62.2
Michigan,Ionia County,2002,56.4
Michigan,Iosco County,2002,59.9
Michigan,Iron County,2002,64.0
Michigan,Isabella County,2002,62.2
Michigan,Jackson County,2002,55.7
Michigan,Kalamazoo County,2002,62.6
Michigan,Kalkaska County,2002,58.0
Michigan,Kent County,2002,62.2
Michigan,Keweenaw County,2002,59.4
Michigan,Lake County,2002,54.1
Michigan,Lapeer County,2002,57.8
Michigan,Leelanau County,2002,66.6
Michigan,Lenawee County,2002,53.3
Michigan,Livingston County,2002,67.1
Michigan,Luce County,2002,55.9
Michigan,Mackinac County,2002,60.7
Michigan,Macomb County,2002,64.0
Michigan,Manistee County,2002,61.0
Michigan,Marquette County,2002,66.0
Michigan,Mason County,2002,58.2
Michigan,Mecosta County,2002,57.1
Michigan,Menominee County,2002,65.1
Michigan,Michigan,2002,60.2
Michigan,Midland County,2002,60.0
Michigan,Missaukee County,2002,53.5
Michigan,Monroe County,2002,60.1
Michigan,Montcalm County,2002,55.4
Michigan,Montmorency County,2002,58.7
Michigan,Muskegon County,2002,56.6
Michigan,Newaygo County,2002,53.1
Michigan,Oakland County,2002,66.2
Michigan,Oceana County,2002,52.6
Michigan,Ogemaw County,2002,55.6
Michigan,Ontonagon County,2002,64.8
Michigan,Osceola County,2002,53.7
Michigan,Oscoda County,2002,53.8
Michigan,Otsego County,2002,65.6
Michigan,Ottawa County,2002,61.5
Michigan,Presque Isle County,2002,62.2
Michigan,Roscommon County,2002,61.4
Michigan,Saginaw County,2002,57.6
Michigan,Sanilac County,2002,55.5
Michigan,Schoolcraft County,2002,61.0
Michigan,Shiawassee County,2002,58.7
Michigan,St. Clair County,2002,62.9
Michigan,St. Joseph County,2002,52.4
Michigan,Tuscola County,2002,53.1
Michigan,Van Buren County,2002,54.2
Michigan,Washtenaw County,2002,66.4
Michigan,Wayne County,2002,56.4
Michigan,Wexford County,2002,59.2
Minnesota,Aitkin County,2002,61.8
Minnesota,Anoka County,2002,65.8
Minnesota,Becker County,2002,62.8
Minnesota,Beltrami County,2002,61.8
Minnesota,Benton County,2002,66.2
Minnesota,Big Stone County,2002,63.5
Minnesota,Blue Earth County,2002,66.7
Minnesota,Brown County,2002,68.0
Minnesota,Carlton County,2002,62.7
Minnesota,Carver County,2002,71.2
Minnesota,Cass County,2002,61.9
Minnesota,Chippewa County,2002,64.2
Minnesota,Chisago County,2002,65.1
Minnesota,Clay County,2002,66.0
Minnesota,Clearwater County,2002,56.1
Minnesota,Cook County,2002,62.7
Minnesota,Cottonwood County,2002,60.5
